Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
[s]Sidekiq::Testing,enabled?,"","",(false or true),"      def enabled?
        __test_mode != :disable
      end
",""
[s]Sidekiq::Testing,disabled?,"","",true,"      def disabled?
        __test_mode == :disable
      end
",""
[s]Sidekiq::Testing,fake?,"","",(false or true),"      def fake?
        __test_mode == :fake
      end
",""
[s]Sidekiq::Testing,inline?,"","",(false or true),"      def inline?
        __test_mode == :inline
      end
",""
[s]Sidekiq::Testing,server_middleware,"","",Sidekiq::Middleware::Chain,"      def server_middleware
        @server_chain ||= Middleware::Chain.new
        yield @server_chain if block_given?
        @server_chain
      end
",""
[s]Sidekiq::Testing,constantize,str,"str => String
",Class,"      def constantize(str)
        names = str.split(""::"")
        names.shift if names.empty? || names.first.empty?

        names.inject(Object) do |constant, name|
          constant.const_defined?(name) ? constant.const_get(name) : constant.const_missing(name)
        end
      end
",""
Sidekiq::TestingClient,raw_push,payloads,"payloads => (Array<Hash<String, (Array<%bot> or Float or String or Symbol or true)>> or Array<Hash<String, (Array<Float> or Float or String or true)>> or Array<Hash<String, (Array<Integer> or Float or String or Symbol or true)>> or Array<Hash<String, (Array<Symbol> or Float or String or Symbol or true)>> or Array<Hash<String, (Array<false> or Float or String or Symbol or true)>> or Array<Hash<String, (Array<true> or Float or String or Symbol or true)>> or Array<Hash<String, (Array<true> or Float or String or true)>>)
",true,"    def raw_push(payloads)
      if Sidekiq::Testing.fake?
        payloads.each do |job|
          job = Sidekiq.load_json(Sidekiq.dump_json(job))
          job[""enqueued_at""] = Time.now.to_f unless job[""at""]
          Queues.push(job[""queue""], job[""class""], job)
        end
        true
      elsif Sidekiq::Testing.inline?
        payloads.each do |job|
          klass = Sidekiq::Testing.constantize(job[""class""])
          job[""id""] ||= SecureRandom.hex(12)
          job_hash = Sidekiq.load_json(Sidekiq.dump_json(job))
          klass.process_job(job_hash)
        end
        true
      else
        super
      end
    end
",""
[s]Sidekiq::Queues,[],queue,"queue => String
","(Array<%bot> or Array<Hash<String, (Array<Integer> or Float or String or true)>>)","      def [](queue)
        jobs_by_queue[queue]
      end
",""
[s]Sidekiq::Queues,push,"queue, klass, job","queue => String
klass => String
job => (Hash<String, (Array<%bot> or Float or String or true)> or Hash<String, (Array<Integer> or Float or String or true)> or Hash<String, (Array<String> or Float or String or true)> or Hash<String, (Array<false> or Float or String or true)> or Hash<String, (Array<true> or Float or String or true)>)
","(Array<(Hash<String, (Array<String> or Float or String or true)> or Hash<String, (Array<nil> or Float or String or true)>)> or Array<(Hash<String, (Array<false> or Float or String or true)> or Hash<String, (Array<true> or Float or String or true)>)> or Array<Hash<String, (Array<%bot> or Float or String or true)>> or Array<Hash<String, (Array<Integer> or Float or String or true)>> or Array<Hash<String, (Array<String> or Float or String or true)>> or Array<Hash<String, (Array<false> or Float or String or true)>>)","      def push(queue, klass, job)
        jobs_by_queue[queue] << job
        jobs_by_worker[klass] << job
      end
",""
[s]Sidekiq::Queues,jobs_by_queue,"","","(Hash<%bot, %bot> or Hash<String, (Array<%bot> or Array<Hash<String, (Array<Integer> or Float or String or true)>>)> or Hash<String, Array<%bot>> or Hash<String, Array<(Hash<String, (Array<false> or Float or String or true)> or Hash<String, (Array<true> or Float or String or true)>)>> or Hash<String, Array<Hash<String, (Array<%bot> or Float or String or true)>>> or Hash<String, Array<Hash<String, (Array<Integer> or Float or String or true)>>> or Hash<String, Array<Hash<String, (Array<String> or Float or String or true)>>> or Hash<String, Array<Hash<String, (Array<false> or Float or String or true)>>> or Hash<String, Array<Hash<String, (Array<true> or Float or String or true)>>>)","      def jobs_by_queue
        @jobs_by_queue ||= Hash.new { |hash, key| hash[key] = [] }
      end
",""
[s]Sidekiq::Queues,jobs_by_worker,"","","(Hash<%bot, %bot> or Hash<String, (Array<%bot> or Array<(Hash<String, (Array<String> or Float or String or true)> or Hash<String, (Array<nil> or Float or String or true)>)>)> or Hash<String, (Array<%bot> or Array<(Hash<String, (Array<false> or Float or String or true)> or Hash<String, (Array<true> or Float or String or true)>)>)> or Hash<String, (Array<%bot> or Array<Hash<String, (Array<%bot> or Float or String or true)>>)> or Hash<String, (Array<%bot> or Array<Hash<String, (Array<Integer> or Float or String or true)>>)> or Hash<String, (Array<%bot> or Array<Hash<String, (Array<String> or Float or String or true)>>)> or Hash<String, (Array<%bot> or Array<Hash<String, (Array<false> or Float or String or true)>>)> or Hash<String, (Array<%bot> or Array<Hash<String, (Array<true> or Float or String or true)>>)> or Hash<String, Array<%bot>> or Hash<String, Array<Hash<String, (Array<%bot> or Float or String or true)>>>)","      def jobs_by_worker
        @jobs_by_worker ||= Hash.new { |hash, key| hash[key] = [] }
      end
",""
[s]Sidekiq::Queues,delete_for,"jid, queue, klass","jid => String
queue => String
klass => String
","(Array<%bot> or Array<Hash<String, (Array<Integer> or Float or String or true)>> or Array<Hash<String, (Array<String> or Float or String or true)>> or Array<Hash<String, (Array<true> or Float or String or true)>>)","      def delete_for(jid, queue, klass)
        jobs_by_queue[queue.to_s].delete_if { |job| job[""jid""] == jid }
        jobs_by_worker[klass].delete_if { |job| job[""jid""] == jid }
      end
",""
[s]Sidekiq::Queues,clear_for,"queue, klass","queue => String
klass => String
",Array<%bot>,"      def clear_for(queue, klass)
        jobs_by_queue[queue].clear
        jobs_by_worker[klass].clear
      end
",""
[s]Sidekiq::Queues,clear_all,"","","Hash<%bot, %bot>","      def clear_all
        jobs_by_queue.clear
        jobs_by_worker.clear
      end
",""
Sidekiq::Worker::ClassMethods,queue,"","",String,"      def queue
        get_sidekiq_options[""queue""]
      end
","# Queue for this worker
"
Sidekiq::Worker::ClassMethods,jobs,"","","(Array<%bot> or Array<(Hash<String, (Array<String> or Float or String or true)> or Hash<String, (Array<nil> or Float or String or true)>)> or Array<(Hash<String, (Array<false> or Float or String or true)> or Hash<String, (Array<true> or Float or String or true)>)> or Array<Hash<String, (Array<%bot> or Float or String or true)>> or Array<Hash<String, (Array<Integer> or Float or String or true)>> or Array<Hash<String, (Array<String> or Float or String or true)>> or Array<Hash<String, (Array<true> or Float or String or true)>>)","      def jobs
        Queues.jobs_by_worker[to_s]
      end
","# Jobs queued for this worker
"
Sidekiq::Worker::ClassMethods,clear,"","",Array<%bot>,"      def clear
        Queues.clear_for(queue, to_s)
      end
","# Clear all jobs for this worker
"
Sidekiq::Worker::ClassMethods,drain,"","",nil,"      def drain
        while jobs.any?
          next_job = jobs.first
          Queues.delete_for(next_job[""jid""], next_job[""queue""], to_s)
          process_job(next_job)
        end
      end
","# Drain and run all jobs for this worker
"
Sidekiq::Worker::ClassMethods,perform_one,"","",Integer,"      def perform_one
        raise(EmptyQueueError, ""perform_one called with empty job queue"") if jobs.empty?
        next_job = jobs.first
        Queues.delete_for(next_job[""jid""], queue, to_s)
        process_job(next_job)
      end
","# Pop out a single job and perform it
"
Sidekiq::Worker::ClassMethods,process_job,job,"job => (Hash<String, (Array<%bot> or Float or String or true)> or Hash<String, (Array<Float> or Float or String or true)> or Hash<String, (Array<Integer> or Float or String or true)> or Hash<String, (Array<String> or Float or String or true)> or Hash<String, (Array<false> or Float or String or true)> or Hash<String, (Array<true> or Float or String or true)>)
",(Integer or String),"      def process_job(job)
        worker = new
        worker.jid = job[""jid""]
        worker.bid = job[""bid""] if worker.respond_to?(:bid=)
        Sidekiq::Testing.server_middleware.invoke(worker, job, job[""queue""]) do
          execute_job(worker, job[""args""])
        end
      end
",""
Sidekiq::Worker::ClassMethods,execute_job,"worker, args","worker => (AltQueueWorker or AttributeWorker or DirectWorker or FirstWorker or InlineWorker or InlineWorkerWithTimeParam or SecondWorker or SpecificJidWorker or StoredWorker or ThirdWorker)
args => (Array<%bot> or Array<Float> or Array<Integer> or Array<String> or Array<false> or Array<true>)
",(Integer or String),"      def execute_job(worker, args)
        worker.perform(*args)
      end
",""
[s]Sidekiq::Worker,jobs,"","","(Array<%bot> or Array<Hash<String, (Array<%bot> or Float or String or true)>> or Array<Hash<String, (Array<Integer> or Float or String or true)>>)","      def jobs # :nodoc:
        Queues.jobs_by_queue.values.flatten
      end
",""
[s]Sidekiq::Worker,clear_all,"","","Hash<%bot, %bot>","      def clear_all
        Queues.clear_all
      end
","# Clear all queued jobs across all workers
"
[s]Sidekiq::Worker,drain_all,"","",nil,"      def drain_all
        while jobs.any?
          worker_classes = jobs.map { |job| job[""class""] }.uniq

          worker_classes.each do |worker_class|
            Sidekiq::Testing.constantize(worker_class).drain
          end
        end
      end
","# Drain all queued jobs across all workers
"
Sidekiq::Extensions::PsychAutoload,resolve_class,klass_name,"klass_name => String
",nil,"      def resolve_class(klass_name)
        return nil if !klass_name || klass_name.empty?
        # constantize
        names = klass_name.split(""::"")
        names.shift if names.empty? || names.first.empty?

        names.inject(Object) do |constant, name|
          constant.const_defined?(name) ? constant.const_get(name) : constant.const_missing(name)
        end
      rescue NameError
        super
      end
",""
Sidekiq::JobLogger,initialize,logger,"logger => Logger
",Logger,"    def initialize(logger = Sidekiq.logger)
      @logger = logger
    end
",""
Sidekiq::JobLogger,call,"item, queue","item => (Hash<String, (Array<String> or String)> or Hash<String, String>)
queue => String
",Integer,"    def call(item, queue)
      start = ::Process.clock_gettime(::Process::CLOCK_MONOTONIC)
      @logger.info(""start"")

      yield

      with_elapsed_time_context(start) do
        @logger.info(""done"")
      end
    rescue Exception
      with_elapsed_time_context(start) do
        @logger.info(""fail"")
      end

      raise
    end
",""
Sidekiq::JobLogger,prepare,"job_hash, block","job_hash => (Hash<String, (Array<String> or String)> or Hash<String, String>)
block => nil
",Integer,"    def prepare(job_hash, &block)
      level = job_hash[""log_level""]
      if level
        @logger.log_at(level) do
          Sidekiq::Context.with(job_hash_context(job_hash), &block)
        end
      else
        Sidekiq::Context.with(job_hash_context(job_hash), &block)
      end
    end
",""
Sidekiq::JobLogger,job_hash_context,job_hash,"job_hash => (Hash<String, (Array<String> or String)> or Hash<String, String>)
","(Hash<Symbol, (Array<String> or String)> or Hash<Symbol, String>)","    def job_hash_context(job_hash)
      # If we're using a wrapper class, like ActiveJob, use the ""wrapped""
      # attribute to expose the underlying thing.
      h = {
        class: job_hash[""wrapped""] || job_hash[""class""],
        jid: job_hash[""jid""],
      }
      h[:bid] = job_hash[""bid""] if job_hash[""bid""]
      h[:tags] = job_hash[""tags""] if job_hash[""tags""]
      h
    end
",""
Sidekiq::JobLogger,with_elapsed_time_context,"start, block","start => Float
block => nil
",Integer,"    def with_elapsed_time_context(start, &block)
      Sidekiq::Context.with(elapsed_time_context(start), &block)
    end
",""
Sidekiq::JobLogger,elapsed_time_context,start,"start => Float
","Hash<Symbol, String>","    def elapsed_time_context(start)
      {elapsed: elapsed(start).to_s}
    end
",""
Sidekiq::JobLogger,elapsed,start,"start => Float
",Float,"    def elapsed(start)
      (::Process.clock_gettime(::Process::CLOCK_MONOTONIC) - start).round(3)
    end
",""
Sidekiq::Rails::Reloader,initialize,app,"app => Dummy::Application
",Dummy::Application,"      def initialize(app = ::Rails.application)
        @app = app
      end
",""
Sidekiq::Launcher,initialize,options,"options => (Hash<Symbol, (Array<%bot> or Array<Sidekiq::ExceptionHandler::Logger> or Hash<Symbol, (Array<%bot> or Array<Proc>)> or Integer or Proc or String)> or Hash<Symbol, (Array<String> or Integer or String)>)
","(Hash<Symbol, (Array<%bot> or Array<Sidekiq::ExceptionHandler::Logger> or Hash<Symbol, (Array<%bot> or Array<Proc>)> or Integer or Proc or String)> or Hash<Symbol, (Array<String> or Integer or String)>)","    def initialize(options)
      @manager = Sidekiq::Manager.new(options)
      @poller = Sidekiq::Scheduled::Poller.new
      @done = false
      @options = options
    end
",""
Sidekiq::Launcher,quiet,"","",nil,"    def quiet
      @done = true
      @manager.quiet
      @poller.terminate
    end
","# Stops this instance from processing any more jobs,
#
"
Sidekiq::Launcher,stopping?,"","",(false or true),"    def stopping?
      @done
    end
",""
Sidekiq::Launcher,heartbeat,"","",nil,"    def heartbeat
      $0 = PROCTITLES.map { |proc| proc.call(self, to_data) }.compact.join("" "")

      ❤
    end
",""
Sidekiq::Launcher,❤,"","",nil,"    def ❤
      key = identity
      fails = procd = 0

      begin
        fails = Processor::FAILURE.reset
        procd = Processor::PROCESSED.reset
        curstate = Processor::WORKER_STATE.dup

        workers_key = ""#{key}:workers""
        nowdate = Time.now.utc.strftime(""%Y-%m-%d"")

        Sidekiq.redis do |conn|
          conn.multi do
            conn.incrby(""stat:processed"", procd)
            conn.incrby(""stat:processed:#{nowdate}"", procd)
            conn.expire(""stat:processed:#{nowdate}"", STATS_TTL)

            conn.incrby(""stat:failed"", fails)
            conn.incrby(""stat:failed:#{nowdate}"", fails)
            conn.expire(""stat:failed:#{nowdate}"", STATS_TTL)

            conn.del(workers_key)
            curstate.each_pair do |tid, hash|
              conn.hset(workers_key, tid, Sidekiq.dump_json(hash))
            end
            conn.expire(workers_key, 60)
          end
        end

        fails = procd = 0

        _, exists, _, _, msg = Sidekiq.redis { |conn|
          conn.multi {
            conn.sadd(""processes"", key)
            conn.exists(key)
            conn.hmset(key, ""info"", to_json, ""busy"", curstate.size, ""beat"", Time.now.to_f, ""quiet"", @done)
            conn.expire(key, 60)
            conn.rpop(""#{key}-signals"")
          }
        }

        # first heartbeat or recovering from an outage and need to reestablish our heartbeat
        fire_event(:heartbeat) unless exists

        return unless msg

        ::Process.kill(msg, ::Process.pid)
      rescue => e
        # ignore all redis/network issues
        logger.error(""heartbeat: #{e.message}"")
        # don't lose the counts if there was a network issue
        Processor::PROCESSED.incr(procd)
        Processor::FAILURE.incr(fails)
      end
    end
",""
Sidekiq::Launcher,to_data,"","","Hash<String, (Array<String> or Float or Integer or String)>","    def to_data
      @data ||= begin
        {
          ""hostname"" => hostname,
          ""started_at"" => Time.now.to_f,
          ""pid"" => ::Process.pid,
          ""tag"" => @options[:tag] || """",
          ""concurrency"" => @options[:concurrency],
          ""queues"" => @options[:queues].uniq,
          ""labels"" => @options[:labels],
          ""identity"" => identity,
        }
      end
    end
",""
Sidekiq::Launcher,to_json,"","",String,"    def to_json
      @json ||= begin
        # this data changes infrequently so dump it to a string
        # now so we don't need to dump it every heartbeat.
        Sidekiq.dump_json(to_data)
      end
    end
",""
Sidekiq::Stats,initialize,"","","(Hash<Symbol, (Float or Integer)> or Hash<Symbol, Integer>)","    def initialize
      fetch_stats!
    end
",""
Sidekiq::Stats,processed,"","",Integer,"    def processed
      stat :processed
    end
",""
Sidekiq::Stats,failed,"","",Integer,"    def failed
      stat :failed
    end
",""
Sidekiq::Stats,scheduled_size,"","",Integer,"    def scheduled_size
      stat :scheduled_size
    end
",""
Sidekiq::Stats,retry_size,"","",Integer,"    def retry_size
      stat :retry_size
    end
",""
Sidekiq::Stats,dead_size,"","",Integer,"    def dead_size
      stat :dead_size
    end
",""
Sidekiq::Stats,enqueued,"","",Integer,"    def enqueued
      stat :enqueued
    end
",""
Sidekiq::Stats,processes_size,"","",Integer,"    def processes_size
      stat :processes_size
    end
",""
Sidekiq::Stats,workers_size,"","",Integer,"    def workers_size
      stat :workers_size
    end
",""
Sidekiq::Stats,default_queue_latency,"","",(Float or Integer),"    def default_queue_latency
      stat :default_queue_latency
    end
",""
Sidekiq::Stats,queues,"","","Hash<String, Integer>","    def queues
      Sidekiq::Stats::Queues.new.lengths
    end
",""
Sidekiq::Stats,fetch_stats!,"","","(Hash<Symbol, (Float or Integer)> or Hash<Symbol, Integer>)","    def fetch_stats!
      pipe1_res = Sidekiq.redis { |conn|
        conn.pipelined do
          conn.get(""stat:processed"")
          conn.get(""stat:failed"")
          conn.zcard(""schedule"")
          conn.zcard(""retry"")
          conn.zcard(""dead"")
          conn.scard(""processes"")
          conn.lrange(""queue:default"", -1, -1)
        end
      }

      processes = Sidekiq.redis { |conn|
        conn.sscan_each(""processes"").to_a
      }

      queues = Sidekiq.redis { |conn|
        conn.sscan_each(""queues"").to_a
      }

      pipe2_res = Sidekiq.redis { |conn|
        conn.pipelined do
          processes.each { |key| conn.hget(key, ""busy"") }
          queues.each { |queue| conn.llen(""queue:#{queue}"") }
        end
      }

      s = processes.size
      workers_size = pipe2_res[0...s].sum(&:to_i)
      enqueued = pipe2_res[s..-1].sum(&:to_i)

      default_queue_latency = if (entry = pipe1_res[6].first)
        job = begin
                Sidekiq.load_json(entry)
              rescue
                {}
              end
        now = Time.now.to_f
        thence = job[""enqueued_at""] || now
        now - thence
      else
        0
      end
      @stats = {
        processed: pipe1_res[0].to_i,
        failed: pipe1_res[1].to_i,
        scheduled_size: pipe1_res[2],
        retry_size: pipe1_res[3],
        dead_size: pipe1_res[4],
        processes_size: pipe1_res[5],

        default_queue_latency: default_queue_latency,
        workers_size: workers_size,
        enqueued: enqueued,
      }
    end
",""
Sidekiq::Stats,reset,stats,"stats => (Array<%bot> or Array<RDL::Type::GenericType> or Array<RDL::Type::NominalType>)
",String,"    def reset(*stats)
      all = %w[failed processed]
      stats = stats.empty? ? all : all & stats.flatten.compact.map(&:to_s)

      mset_args = []
      stats.each do |stat|
        mset_args << ""stat:#{stat}""
        mset_args << 0
      end
      Sidekiq.redis do |conn|
        conn.mset(*mset_args)
      end
    end
",""
Sidekiq::Stats,stat,s,"s => Symbol
",(Float or Integer),"    def stat(s)
      @stats[s]
    end
",""
Sidekiq::Stats::Queues,lengths,"","","(Hash<%bot, %bot> or Hash<String, Integer>)","      def lengths
        Sidekiq.redis do |conn|
          queues = conn.sscan_each(""queues"").to_a

          lengths = conn.pipelined {
            queues.each do |queue|
              conn.llen(""queue:#{queue}"")
            end
          }

          array_of_arrays = queues.zip(lengths).sort_by { |_, size| -size }
          Hash[array_of_arrays]
        end
      end
",""
Sidekiq::Stats::History,initialize,"days_previous, start_date","days_previous => Integer
start_date => Date
",Date,"      def initialize(days_previous, start_date = nil)
        @days_previous = days_previous
        @start_date = start_date || Time.now.utc.to_date
      end
",""
Sidekiq::Stats::History,processed,"","","Hash<String, Integer>","      def processed
        @processed ||= date_stat_hash(""processed"")
      end
",""
Sidekiq::Stats::History,failed,"","","Hash<String, Integer>","      def failed
        @failed ||= date_stat_hash(""failed"")
      end
",""
Sidekiq::Stats::History,date_stat_hash,stat,"stat => String
","Hash<String, Integer>","      def date_stat_hash(stat)
        stat_hash = {}
        dates = @start_date.downto(@start_date - @days_previous + 1).map { |date|
          date.strftime(""%Y-%m-%d"")
        }

        keys = dates.map { |datestr| ""stat:#{stat}:#{datestr}"" }

        begin
          Sidekiq.redis do |conn|
            conn.mget(keys).each_with_index do |value, idx|
              stat_hash[dates[idx]] = value ? value.to_i : 0
            end
          end
        rescue Redis::CommandError
          # mget will trigger a CROSSSLOT error when run against a Cluster
          # TODO Someone want to add Cluster support?
        end

        stat_hash
      end
",""
Sidekiq::Queue,initialize,name,"name => String
",String,"    def initialize(name = ""default"")
      @name = name.to_s
      @rname = ""queue:#{name}""
    end
",""
Sidekiq::Queue,size,"","",Integer,"    def size
      Sidekiq.redis { |con| con.llen(@rname) }
    end
",""
Sidekiq::Queue,paused?,"","",false,"    def paused?
      false
    end
","# Sidekiq Pro overrides this
"
Sidekiq::Queue,latency,"","",(Float or Integer),"    def latency
      entry = Sidekiq.redis { |conn|
        conn.lrange(@rname, -1, -1)
      }.first
      return 0 unless entry
      job = Sidekiq.load_json(entry)
      now = Time.now.to_f
      thence = job[""enqueued_at""] || now
      now - thence
    end
","##
# Calculates this queue's latency, the difference in seconds since the oldest
# job in the queue was enqueued.
#
# @return Float
"
Sidekiq::Queue,clear,"","",(Array<(Integer or false)> or Array<(Integer or true)>),"    def clear
      Sidekiq.redis do |conn|
        conn.multi do
          conn.del(@rname)
          conn.srem(""queues"", name)
        end
      end
    end
",""
Sidekiq::Job,initialize,"item, queue_name","item => (Hash<String, (Array<(Integer or String)> or String)> or Hash<String, (Array<String> or String)> or String)
queue_name => String
",String,"    def initialize(item, queue_name = nil)
      @args = nil
      @value = item
      @item = item.is_a?(Hash) ? item : parse(item)
      @queue = queue_name || @item[""queue""]
    end
",""
Sidekiq::Job,parse,item,"item => String
","(Hash<%bot, %bot> or Hash<String, (Array<%bot> or Integer or String)> or Hash<String, (Array<%bot> or Integer)> or Hash<String, (Array<%bot> or String)> or Hash<String, (Array<(Float or Integer or String)> or Array<String> or String)> or Hash<String, (Array<(Float or Integer or String)> or Float or Integer or String)> or Hash<String, (Array<(Float or Integer or String)> or Integer or String)> or Hash<String, (Array<(Integer or String)> or Array<String> or Float or Integer or String)> or Hash<String, (Array<(Integer or String)> or Float or Integer or String or true)> or Hash<String, (Array<Hash<String, (Array<(Hash<String, (Array<Integer> or Array<String>)> or String)> or Hash<%bot, %bot> or Integer or String)>> or Float or String or true)> or Hash<String, (Array<Hash<String, (Array<(Integer or String)> or Integer or String)>> or Float or String or true)> or Hash<String, (Array<Hash<String, (Array<Integer> or Hash<%bot, %bot> or Integer or String)>> or Float or String or true)> or Hash<String, (Array<Hash<String, (Array<Integer> or Integer or String)>> or Float or String or true)> or Hash<String, (Array<Integer> or Integer)> or Hash<String, (Array<Integer> or String)> or Hash<String, (Array<String> or Float or Integer or String)> or Hash<String, String>)","    def parse(item)
      Sidekiq.load_json(item)
    rescue JSON::ParserError
      # If the job payload in Redis is invalid JSON, we'll load
      # the item as an empty hash and store the invalid JSON as
      # the job 'args' for display in the Web UI.
      @invalid = true
      @args = [item]
      {}
    end
",""
Sidekiq::Job,klass,"","",String,"    def klass
      self[""class""]
    end
",""
Sidekiq::Job,display_class,"","",String,"    def display_class
      # Unwrap known wrappers so they show up in a human-friendly manner in the Web UI
      @klass ||= case klass
                 when /\ASidekiq::Extensions::Delayed/
                   safe_load(args[0], klass) do |target, method, _|
                     ""#{target}.#{method}""
                   end
                 when ""ActiveJob::QueueAdapters::SidekiqAdapter::JobWrapper""
                   job_class = @item[""wrapped""] || args[0]
                   if job_class == ""ActionMailer::DeliveryJob"" || job_class == ""ActionMailer::MailDeliveryJob""
                     # MailerClass#mailer_method
                     args[0][""arguments""][0..1].join(""#"")
                   else
                     job_class
                   end
                 else
                   klass
      end
    end
",""
Sidekiq::Job,display_args,"","",(Array<%bot> or Array<(Float or Integer or String)> or Array<(Integer or String)> or Array<Integer> or Array<String>),"    def display_args
      # Unwrap known wrappers so they show up in a human-friendly manner in the Web UI
      @display_args ||= case klass
                when /\ASidekiq::Extensions::Delayed/
                  safe_load(args[0], args) do |_, _, arg|
                    arg
                  end
                when ""ActiveJob::QueueAdapters::SidekiqAdapter::JobWrapper""
                  job_args = self[""wrapped""] ? args[0][""arguments""] : []
                  if (self[""wrapped""] || args[0]) == ""ActionMailer::DeliveryJob""
                    # remove MailerClass, mailer_method and 'deliver_now'
                    job_args.drop(3)
                  elsif (self[""wrapped""] || args[0]) == ""ActionMailer::MailDeliveryJob""
                    # remove MailerClass, mailer_method and 'deliver_now'
                    job_args.drop(3).first[""args""]
                  else
                    job_args
                  end
                else
                  if self[""encrypt""]
                    # no point in showing 150+ bytes of random garbage
                    args[-1] = ""[encrypted data]""
                  end
                  args
      end
    end
",""
Sidekiq::Job,args,"","","(Array<%bot> or Array<(Float or Integer or String)> or Array<(Integer or String)> or Array<Hash<String, (Array<(Hash<String, (Array<Integer> or Array<String>)> or String)> or Hash<%bot, %bot> or Integer or String)>> or Array<Hash<String, (Array<(Integer or String)> or Integer or String)>> or Array<Hash<String, (Array<Integer> or Hash<%bot, %bot> or Integer or String)>> or Array<Hash<String, (Array<Integer> or Integer or String)>> or Array<Integer> or Array<String>)","    def args
      @args || @item[""args""]
    end
",""
Sidekiq::Job,jid,"","",String,"    def jid
      self[""jid""]
    end
",""
Sidekiq::Job,enqueued_at,"","",nil,"    def enqueued_at
      self[""enqueued_at""] ? Time.at(self[""enqueued_at""]).utc : nil
    end
",""
Sidekiq::Job,created_at,"","",Time,"    def created_at
      Time.at(self[""created_at""] || self[""enqueued_at""] || 0).utc
    end
",""
Sidekiq::Job,tags,"","",(Array<%bot> or Array<String>),"    def tags
      self[""tags""] || []
    end
",""
Sidekiq::Job,error_backtrace,"","",Array<String>,"    def error_backtrace
      # Cache nil values
      if defined?(@error_backtrace)
        @error_backtrace
      else
        value = self[""error_backtrace""]
        @error_backtrace = value && uncompress_backtrace(value)
      end
    end
",""
