Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
Mail::Utilities,dasherize,str,"str => (String or Symbol)
",String,"    def dasherize( str )
      str.to_s.tr(Constants::UNDERSCORE, Constants::HYPHEN)
    end
","# Swaps out all underscores (_) for hyphens (-) good for stringing from symbols
# a field name.
#
# Example:
#
#  string = :resent_from_field
#  dasherize( string ) #=> 'resent-from-field'
"
Mail::Utilities,underscoreize,str,"str => (Class or String or Symbol)
",String,"    def underscoreize( str )
      str.to_s.downcase.tr(Constants::HYPHEN, Constants::UNDERSCORE)
    end
","# Swaps out all hyphens (-) for underscores (_) good for stringing to symbols
# a field name.
#
# Example:
#
#  string = :resent_from_field
#  underscoreize ( string ) #=> 'resent_from_field'
"
Mail::Utilities,blank?,value,"value => (Array<%bot> or Array<(Hash<String, String> or String)> or Array<(Hash<Symbol, String> or String)> or Array<Array<(Mail::Field::IncompleteParseError or String)>> or Array<Mail::Part> or Array<String> or Class or DateTime or Hash<%bot, %bot> or Hash<Symbol, Hash<%bot, %bot>> or Hash<Symbol, String> or Hash<Symbol, nil> or Integer or Mail::Body or Mail::SMTP or Mail::SubjectField or String or Symbol or Time or false or true)
",(false or true),"    def blank?(value)
      if value.kind_of?(NilClass)
        true
      elsif value.kind_of?(String)
        value !~ /\S/
      else
        value.respond_to?(:empty?) ? value.empty? : !value
      end
    end
","# Returns true if the object is considered blank.
# A blank includes things like '', '   ', nil,
# and arrays and hashes that have nothing in them.
#
# This logic is mostly shared with ActiveSupport's blank?
"
Mail::Utilities,generate_message_id,"","",String,"    def generate_message_id
      ""<#{Mail.random_tag}@#{::Socket.gethostname}.mail>""
    end
",""
Mail::IndifferentHash,initialize,constructor,"constructor => (Hash<%bot, %bot> or Hash<String, String> or Hash<Symbol, (Array<String> or String)> or Hash<Symbol, (Hash<String, String> or String)> or Hash<Symbol, Array<String>> or Hash<Symbol, Hash<String, String>> or Hash<Symbol, String>)
","(Hash<%bot, %bot> or Hash<String, (Array<String> or String)> or Hash<String, (Hash<String, String> or String)> or Hash<String, Array<String>> or Hash<String, Hash<String, String>> or Hash<String, String>)","    def initialize(constructor = {})
      if constructor.is_a?(Hash)
        super()
        update(constructor)
      else
        super(constructor)
      end
    end
",""
Mail::IndifferentHash,default,key,"key => (String or Symbol)
",nil,"    def default(key = nil)
      if key.is_a?(Symbol) && include?(key = key.to_s)
        self[key]
      else
        super
      end
    end
",""
Mail::IndifferentHash,[]=,"key, value","key => (String or Symbol)
value => String
",String,"    def []=(key, value)
      regular_writer(convert_key(key), convert_value(value))
    end
","# Assigns a new value to the hash:
#
#   hash = HashWithIndifferentAccess.new
#   hash[:key] = ""value""
#
"
Mail::IndifferentHash,update,other_hash,"other_hash => (Hash<%bot, %bot> or Hash<String, String> or Hash<Symbol, (Array<String> or String)> or Hash<Symbol, (Hash<String, String> or String)> or Hash<Symbol, Array<String>> or Hash<Symbol, Hash<String, String>> or Hash<Symbol, String>)
","(Hash<%bot, %bot> or Hash<String, (Array<String> or String)> or Hash<String, (Hash<String, String> or String)> or Hash<String, Array<String>> or Hash<String, Hash<String, String>> or Hash<String, String>)","    def update(other_hash)
      other_hash.each_pair { |key, value| regular_writer(convert_key(key), convert_value(value)) }
      self
    end
","# Updates the instantized hash with values from the second:
#
#   hash_1 = HashWithIndifferentAccess.new
#   hash_1[:key] = ""value""
#
#   hash_2 = HashWithIndifferentAccess.new
#   hash_2[:key] = ""New Value!""
#
#   hash_1.update(hash_2) # => {""key""=>""New Value!""}
#
"
Mail::IndifferentHash,delete,key,"key => Symbol
",String,"    def delete(key)
      super(convert_key(key))
    end
","# Removes a specified key from the hash.
"
Mail::IndifferentHash,convert_key,key,"key => (String or Symbol)
",String,"    def convert_key(key)
      key.kind_of?(Symbol) ? key.to_s : key
    end
",""
Mail::IndifferentHash,convert_value,value,"value => (Array<String> or Hash<String, String> or String)
","(Array<String> or Hash<String, String> or String)","    def convert_value(value)
      if value.class == Hash
        self.class.new_from_hash_copying_default(value)
      elsif value.is_a?(Array)
        value.dup.replace(value.map { |e| convert_value(e) })
      else
        value
      end
    end
",""
Mail::FieldList,has_field?,field_name,"field_name => String
",(false or true),"    def has_field?(field_name)
      any? { |f| f.responsible_for? field_name }
    end
",""
Mail::FieldList,select_fields,field_name,"field_name => String
",(Array<%bot> or Array<Mail::Field>),"    def select_fields(field_name)
      select { |f| f.responsible_for? field_name }
    end
",""
Mail::FieldList,get_field,field_name,"field_name => String
",(Array<Mail::Field> or Mail::Field),"    def get_field(field_name)
      fields = select_fields(field_name)

      case fields.size
      when 0; nil
      when 1; fields.first
      else fields
      end
    end
",""
Mail::FieldList,add_field,field,"field => Mail::Field
",Array<Mail::Field>,"    def add_field(field)
      if field.singular?
        replace_field field
      else
        insert_field field
      end
    end
",""
Mail::FieldList,replace_field,field,"field => Mail::Field
",Array<Mail::Field>,"    def replace_field(field)
      if first_offset = index { |f| f.responsible_for? field.name }
        delete_field field.name
        insert first_offset, field
      else
        insert_field field
      end
    end
",""
Mail::FieldList,insert_field,field,"field => Mail::Field
",Array<Mail::Field>,"    def insert_field(field)
      lo, hi = 0, size
      while lo < hi
        mid = (lo + hi).div(2)
        if field < self[mid]
          hi = mid
        else
          lo = mid + 1
        end
      end

      insert lo, field
    end
","# Insert the field in sorted order.
#
# Heavily based on bisect.insort from Python, which is:
#   Copyright (C) 2001-2013 Python Software Foundation.
#   Licensed under <http://docs.python.org/license.html>
#   From <http://hg.python.org/cpython/file/2.7/Lib/bisect.py>
"
Mail::FieldList,delete_field,name,"name => String
",(Array<%bot> or Array<Mail::Field>),"    def delete_field(name)
      delete_if { |f| f.responsible_for? name }
    end
",""
Mail::FieldList,summary,"","",String,"    def summary
      map { |f| ""<#{f.name}: #{f.value}>"" }.join("", "")
    end
",""
Mail::SmtpEnvelope,initialize,mail,"mail => Mail::Message
",String,"    def initialize(mail)
      self.from = mail.smtp_envelope_from
      self.to = mail.smtp_envelope_to
      self.message = mail.encoded
    end
",""
Mail::SmtpEnvelope,from=,addr,"addr => String
",String,"    def from=(addr)
      if Utilities.blank? addr
        raise ArgumentError, ""SMTP From address may not be blank: #{addr.inspect}""
      end

      @from = validate_addr 'From', addr
    end
",""
Mail::SmtpEnvelope,to=,addr,"addr => Array<String>
",Array<String>,"    def to=(addr)
      if Utilities.blank?(addr)
        raise ArgumentError, ""SMTP To address may not be blank: #{addr.inspect}""
      end

      @to = Array(addr).map do |addr|
        validate_addr 'To', addr
      end
    end
",""
Mail::SmtpEnvelope,message=,message,"message => String
",String,"    def message=(message)
      if Utilities.blank?(message)
        raise ArgumentError, 'SMTP message may not be blank'
      end

      @message = message
    end
",""
Mail::SmtpEnvelope,validate_addr,"addr_name, addr","addr_name => String
addr => String
",String,"      def validate_addr(addr_name, addr)
        if addr.bytesize > MAX_ADDRESS_BYTESIZE
          raise ArgumentError, ""SMTP #{addr_name} address may not exceed #{MAX_ADDRESS_BYTESIZE} bytes: #{addr.inspect}""
        end

        if /[\r\n]/ =~ addr
          raise ArgumentError, ""SMTP #{addr_name} address may not contain CR or LF line breaks: #{addr.inspect}""
        end

        addr
      end
",""
Mail::Message,initialize,"args, block","args => (Array<%bot> or Array<RDL::Type::GenericType> or Array<RDL::Type::NominalType>)
block => nil
",Mail::Message,"    def initialize(*args, &block)
      @body = nil
      @body_raw = nil
      @separate_parts = false
      @text_part = nil
      @html_part = nil
      @errors = nil
      @header = nil
      @charset = self.class.default_charset
      @defaulted_charset = true

      @smtp_envelope_from = nil
      @smtp_envelope_to = nil

      @perform_deliveries = true
      @raise_delivery_errors = true

      @delivery_handler = nil

      @delivery_method = Mail.delivery_method.dup

      @transport_encoding = Mail::Encodings.get_encoding('7bit')

      @mark_for_delete = false

      if args.flatten.first.respond_to?(:each_pair)
        init_with_hash(args.flatten.first)
      else
        init_with_string(args.flatten[0].to_s)
      end

      # Support both builder styles:
      #
      #   Mail.new do
      #     to 'recipient@example.com'
      #   end
      #
      # and
      #
      #   Mail.new do |m|
      #     m.to 'recipient@example.com'
      #   end
      if block_given?
        if block.arity.zero? || (RUBY_VERSION < '1.9' && block.arity < 1)
          instance_eval(&block)
        else
          yield self
        end
      end

      self
    end
","# ==Making an email
#
# You can make an new mail object via a block, passing a string, file or direct assignment.
#
# ===Making an email via a block
#
#  mail = Mail.new do |m|
#    m.from 'mikel@test.lindsaar.net'
#    m.to 'you@test.lindsaar.net'
#    m.subject 'This is a test email'
#    m.body File.read('body.txt')
#  end
#
#  mail.to_s #=> ""From: mikel@test.lindsaar.net\r\nTo: you@...
#
# If may also pass a block with no arguments, in which case it will
# be evaluated in the scope of the new message instance:
#
#  mail = Mail.new do
#    from 'mikel@test.lindsaar.net'
#    # …
#  end
#
# ===Making an email via passing a string
#
#  mail = Mail.new(""To: mikel@test.lindsaar.net\r\nSubject: Hello\r\n\r\nHi there!"")
#  mail.body.to_s #=> 'Hi there!'
#  mail.subject   #=> 'Hello'
#  mail.to        #=> 'mikel@test.lindsaar.net'
#
# ===Making an email from a file
#
#  mail = Mail.read('path/to/file.eml')
#  mail.body.to_s #=> 'Hi there!'
#  mail.subject   #=> 'Hello'
#  mail.to        #=> 'mikel@test.lindsaar.net'
#
# ===Making an email via assignment
#
# You can assign values to a mail object via four approaches:
#
# * Message#field_name=(value)
# * Message#field_name(value)
# * Message#['field_name']=(value)
# * Message#[:field_name]=(value)
#
# Examples:
#
#  mail = Mail.new
#  mail['from'] = 'mikel@test.lindsaar.net'
#  mail[:to]    = 'you@test.lindsaar.net'
#  mail.subject 'This is a test email'
#  mail.body    = 'This is a body'
#
#  mail.to_s #=> ""From: mikel@test.lindsaar.net\r\nTo: you@...
#
"
Mail::Message,inform_observers,"","",(Array<%bot> or Array<Class>),"    def inform_observers
      Mail.inform_observers(self)
    end
",""
Mail::Message,inform_interceptors,"","",(Array<%bot> or Array<Class>),"    def inform_interceptors
      Mail.inform_interceptors(self)
    end
",""
Mail::Message,deliver,"","",Mail::Message,"    def deliver
      inform_interceptors
      if delivery_handler
        delivery_handler.deliver_mail(self) { do_delivery }
      else
        do_delivery
      end
      inform_observers
      self
    end
","# Delivers a mail object.
#
# Examples:
#
#  mail = Mail.read('file.eml')
#  mail.deliver
"
Mail::Message,deliver!,"","",(Mail::Message or String),"    def deliver!
      inform_interceptors
      response = delivery_method.deliver!(self)
      inform_observers
      delivery_method.settings[:return_response] ? response : self
    end
","# This method bypasses checking perform_deliveries and raise_delivery_errors,
# so use with caution.
#
# It still however fires off the interceptors and calls the observers callbacks if they are defined.
#
# Returns self
"
Mail::Message,delivery_method,"method, settings","method => Symbol
settings => (Hash<%bot, %bot> or Hash<Symbol, (Integer or String or true)> or Hash<Symbol, (String or Symbol or true)> or Hash<Symbol, String>)
",(Mail::FileDelivery or Mail::LoggerDelivery or Mail::SMTP or Mail::SMTPConnection or Mail::Sendmail or Mail::TestMailer),"    def delivery_method(method = nil, settings = {})
      unless method
        @delivery_method
      else
        @delivery_method = Configuration.instance.lookup_delivery_method(method).new(settings)
      end
    end
",""
Mail::Message,reply,"args, block","args => (Array<%bot> or Array<RDL::Type::GenericType>)
block => nil
",Mail::Message,"    def reply(*args, &block)
      self.class.new.tap do |reply|
        if message_id
          bracketed_message_id = ""<#{message_id}>""
          reply.in_reply_to = bracketed_message_id
          if !references.nil?
            refs = [references].flatten.map { |r| ""<#{r}>"" }
            refs << bracketed_message_id
            reply.references = refs.join(' ')
          elsif !in_reply_to.nil? && !in_reply_to.kind_of?(Array)
            reply.references = ""<#{in_reply_to}> #{bracketed_message_id}""
          end
          reply.references ||= bracketed_message_id
        end
        if subject
          reply.subject = subject =~ /^Re:/i ? subject : ""Re: #{subject}""
        end
        if reply_to || from
          reply.to = self[reply_to ? :reply_to : :from].to_s
        end
        if to
          reply.from = self[:to].formatted.first.to_s
        end

        unless args.empty?
          if args.flatten.first.respond_to?(:each_pair)
            reply.send(:init_with_hash, args.flatten.first)
          else
            reply.send(:init_with_string, args.flatten[0].to_s.strip)
          end
        end

        if block_given?
          reply.instance_eval(&block)
        end
      end
    end
",""
Mail::Message,<=>,other,"other => Mail::Message
",Integer,"    def <=>(other)
      if other.nil?
        1
      else
        self.date <=> other.date
      end
    end
","# Provides the operator needed for sort et al.
#
# Compares this mail object with another mail object, this is done by date, so an
# email that is older than another will appear first.
#
# Example:
#
#  mail1 = Mail.new do
#    date(Time.now)
#  end
#  mail2 = Mail.new do
#    date(Time.now - 86400) # 1 day older
#  end
#  [mail2, mail1].sort #=> [mail2, mail1]
"
Mail::Message,==,other,"other => Mail::Message
",(false or true),"    def ==(other)
      return false unless other.respond_to?(:encoded)

      if self.message_id && other.message_id
        self.encoded == other.encoded
      else
        dup.tap { |m| m.message_id = '<temp@test>' }.encoded ==
          other.dup.tap { |m| m.message_id = '<temp@test>' }.encoded
      end
    end
","# Two emails are the same if they have the same fields and body contents. One
# gotcha here is that Mail will insert Message-IDs when calling encoded, so doing
# mail1.encoded == mail2.encoded is most probably not going to return what you think
# as the assigned Message-IDs by Mail (if not already defined as the same) will ensure
# that the two objects are unique, and this comparison will ALWAYS return false.
#
# So the == operator has been defined like so:  Two messages are the same if they have
# the same content, ignoring the Message-ID field, unless BOTH emails have a defined and
# different Message-ID value, then they are false.
#
# So, in practice the == operator works like this:
#
#  m1 = Mail.new(""Subject: Hello\r\n\r\nHello"")
#  m2 = Mail.new(""Subject: Hello\r\n\r\nHello"")
#  m1 == m2 #=> true
#
#  m1 = Mail.new(""Subject: Hello\r\n\r\nHello"")
#  m2 = Mail.new(""Message-ID: <1234@test>\r\nSubject: Hello\r\n\r\nHello"")
#  m1 == m2 #=> true
#
#  m1 = Mail.new(""Message-ID: <1234@test>\r\nSubject: Hello\r\n\r\nHello"")
#  m2 = Mail.new(""Subject: Hello\r\n\r\nHello"")
#  m1 == m2 #=> true
#
#  m1 = Mail.new(""Message-ID: <1234@test>\r\nSubject: Hello\r\n\r\nHello"")
#  m2 = Mail.new(""Message-ID: <1234@test>\r\nSubject: Hello\r\n\r\nHello"")
#  m1 == m2 #=> true
#
#  m1 = Mail.new(""Message-ID: <1234@test>\r\nSubject: Hello\r\n\r\nHello"")
#  m2 = Mail.new(""Message-ID: <DIFFERENT@test>\r\nSubject: Hello\r\n\r\nHello"")
#  m1 == m2 #=> false
"
Mail::Message,initialize_copy,original,"original => Mail::Message
",Mail::Header,"    def initialize_copy(original)
      super
      @header = @header.dup
    end
",""
Mail::Message,raw_source,"","",String,"    def raw_source
      @raw_source
    end
","# Provides access to the raw source of the message as it was when it
# was instantiated. This is set at initialization and so is untouched
# by the parsers or decoder / encoders
#
# Example:
#
#  mail = Mail.new('This is an invalid email message')
#  mail.raw_source #=> ""This is an invalid email message""
"
Mail::Message,set_envelope,val,"val => String
",Mail::Envelope,"    def set_envelope(val)
      @raw_envelope = val
      @envelope = Mail::Envelope.parse(val) rescue nil
    end
","# Sets the envelope from for the email
"
Mail::Message,raw_envelope,"","",String,"    def raw_envelope
      @raw_envelope
    end
","# The raw_envelope is the From mikel@test.lindsaar.net Mon May  2 16:07:05 2009
# type field that you can see at the top of any email that has come
# from a mailbox
"
Mail::Message,envelope_from,"","",String,"    def envelope_from
      @envelope ? @envelope.from : nil
    end
",""
Mail::Message,envelope_date,"","",DateTime,"    def envelope_date
      @envelope ? @envelope.date : nil
    end
",""
Mail::Message,header=,value,"value => String
",Mail::Header,"    def header=(value)
      @header = Mail::Header.new(value, charset)
    end
","# Sets the header of the message object.
#
# Example:
#
#  mail.header = 'To: mikel@test.lindsaar.net\r\nFrom: Bob@bob.com'
#  mail.header #=> <#Mail::Header
"
Mail::Message,header,value,"value => nil
",Mail::Header,"    def header(value = nil)
      value ? self.header = value : @header
    end
","# Returns the header object of the message object. Or, if passed
# a parameter sets the value.
#
# Example:
#
#  mail = Mail::Message.new('To: mikel\r\nFrom: you')
#  mail.header #=> #<Mail::Header:0x13ce14 @raw_source=""To: mikel\r\nFr...
#
#  mail.header #=> nil
#  mail.header 'To: mikel\r\nFrom: you'
#  mail.header #=> #<Mail::Header:0x13ce14 @raw_source=""To: mikel\r\nFr...
"
Mail::Message,headers,hash,"hash => Hash<String, String>
","Hash<String, String>","    def headers(hash = {})
      hash.each_pair do |k,v|
        header[k] = v
      end
    end
","# Provides a way to set custom headers, by passing in a hash
"
Mail::Message,errors,"","",Array<Array<(Mail::Field::IncompleteParseError or String)>>,"    def errors
      header.errors
    end
","# Returns a list of parser errors on the header, each field that had an error
# will be reparsed as an unstructured field to preserve the data inside, but
# will not be used for further processing.
#
# It returns a nested array of [field_name, value, original_error_message]
# per error found.
#
# Example:
#
#  message = Mail.new(""Content-Transfer-Encoding: weirdo\r\n"")
#  message.errors.size #=> 1
#  message.errors.first[0] #=> ""Content-Transfer-Encoding""
#  message.errors.first[1] #=> ""weirdo""
#  message.errors.first[3] #=> <The original error message exception>
#
# This is a good first defence on detecting spam by the way.  Some spammers send
# invalid emails to try and get email parsers to give up parsing them.
"
Mail::Message,bcc,val,"val => (Array<String> or String)
",(Array<String> or String),"    def bcc( val = nil )
      default :bcc, val
    end
","# Returns the Bcc value of the mail object as an array of strings of
# address specs.
#
# Example:
#
#  mail.bcc = 'Mikel <mikel@test.lindsaar.net>'
#  mail.bcc #=> ['mikel@test.lindsaar.net']
#  mail.bcc = 'Mikel <mikel@test.lindsaar.net>, ada@test.lindsaar.net'
#  mail.bcc #=> ['mikel@test.lindsaar.net', 'ada@test.lindsaar.net']
#
# Also allows you to set the value by passing a value as a parameter
#
# Example:
#
#  mail.bcc 'Mikel <mikel@test.lindsaar.net>'
#  mail.bcc #=> ['mikel@test.lindsaar.net']
#
# Additionally, you can append new addresses to the returned Array like
# object.
#
# Example:
#
#  mail.bcc 'Mikel <mikel@test.lindsaar.net>'
#  mail.bcc << 'ada@test.lindsaar.net'
#  mail.bcc #=> ['mikel@test.lindsaar.net', 'ada@test.lindsaar.net']
"
Mail::Message,bcc=,val,"val => String
",String,"    def bcc=( val )
      header[:bcc] = val
    end
","# Sets the Bcc value of the mail object, pass in a string of the field
#
# Example:
#
#  mail.bcc = 'Mikel <mikel@test.lindsaar.net>'
#  mail.bcc #=> ['mikel@test.lindsaar.net']
#  mail.bcc = 'Mikel <mikel@test.lindsaar.net>, ada@test.lindsaar.net'
#  mail.bcc #=> ['mikel@test.lindsaar.net', 'ada@test.lindsaar.net']
"
