Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
Addressable::URI,userinfo=,new_userinfo,"new_userinfo => String
",nil,"    def userinfo=(new_userinfo)
      if new_userinfo && !new_userinfo.respond_to?(:to_str)
        raise TypeError, ""Can't convert #{new_userinfo.class} into String.""
      end
      new_user, new_password = if new_userinfo
        [
          new_userinfo.to_str.strip[/^(.*):/, 1],
          new_userinfo.to_str.strip[/:(.*)$/, 1]
        ]
      else
        [nil, nil]
      end

      # Password assigned first to ensure validity in case of nil
      self.password = new_password
      self.user = new_user

      # Reset dependent values
      remove_instance_variable(:@authority) if defined?(@authority)
      remove_composite_values

      # Ensure we haven't created an invalid URI
      validate()
    end
","##
# Sets the userinfo component for this URI.
#
# @param [String, #to_str] new_userinfo The new userinfo component.
"
Addressable::URI,host,"","",String,"    def host
      return defined?(@host) ? @host : nil
    end
","##
# The host component for this URI.
#
# @return [String] The host component.
"
Addressable::URI,normalized_host,"","",String,"    def normalized_host
      return nil unless self.host
      @normalized_host ||= begin
        if !self.host.strip.empty?
          result = ::Addressable::IDNA.to_ascii(
            URI.unencode_component(self.host.strip.downcase)
          )
          if result =~ /[^\.]\.$/
            # Single trailing dots are unnecessary.
            result = result[0...-1]
          end
          result = Addressable::URI.normalize_component(
            result,
            CharacterClasses::HOST)
          result
        else
          EMPTY_STR.dup
        end
      end
      # All normalized values should be UTF-8
      @normalized_host.force_encoding(Encoding::UTF_8) if @normalized_host
      @normalized_host
    end
","##
# The host component for this URI, normalized.
#
# @return [String] The host component, normalized.
"
Addressable::URI,host=,new_host,"new_host => String
",nil,"    def host=(new_host)
      if new_host && !new_host.respond_to?(:to_str)
        raise TypeError, ""Can't convert #{new_host.class} into String.""
      end
      @host = new_host ? new_host.to_str : nil

      # Reset dependent values
      remove_instance_variable(:@authority) if defined?(@authority)
      remove_instance_variable(:@normalized_host) if defined?(@normalized_host)
      remove_composite_values

      # Ensure we haven't created an invalid URI
      validate()
    end
","##
# Sets the host component for this URI.
#
# @param [String, #to_str] new_host The new host component.
"
Addressable::URI,hostname,"","",String,"    def hostname
      v = self.host
      /\A\[(.*)\]\z/ =~ v ? $1 : v
    end
","##
# This method is same as URI::Generic#host except
# brackets for IPv6 (and 'IPvFuture') addresses are removed.
#
# @see Addressable::URI#host
#
# @return [String] The hostname for this URI.
"
Addressable::URI,hostname=,new_hostname,"new_hostname => (IPAddr or String)
",String,"    def hostname=(new_hostname)
      if new_hostname &&
          (new_hostname.respond_to?(:ipv4?) || new_hostname.respond_to?(:ipv6?))
        new_hostname = new_hostname.to_s
      elsif new_hostname && !new_hostname.respond_to?(:to_str)
        raise TypeError, ""Can't convert #{new_hostname.class} into String.""
      end
      v = new_hostname ? new_hostname.to_str : nil
      v = ""[#{v}]"" if /\A\[.*\]\z/ !~ v && /:/ =~ v
      self.host = v
    end
","##
# This method is same as URI::Generic#host= except
# the argument can be a bare IPv6 address (or 'IPvFuture').
#
# @see Addressable::URI#host=
#
# @param [String, #to_str] new_hostname The new hostname for this URI.
"
Addressable::URI,tld,"","",String,"    def tld
      PublicSuffix.parse(self.host, ignore_private: true).tld
    end
","##
# Returns the top-level domain for this host.
#
# @example
#   Addressable::URI.parse(""http://www.example.co.uk"").tld # => ""co.uk""
"
Addressable::URI,tld=,new_tld,"new_tld => String
",String,"    def tld=(new_tld)
      replaced_tld = host.sub(/#{tld}\z/, new_tld)
      self.host = PublicSuffix::Domain.new(replaced_tld).to_s
    end
","##
# Sets the top-level domain for this URI.
#
# @param [String, #to_str] new_tld The new top-level domain.
"
Addressable::URI,domain,"","",String,"    def domain
      PublicSuffix.domain(self.host, ignore_private: true)
    end
","##
# Returns the public suffix domain for this host.
#
# @example
#   Addressable::URI.parse(""http://www.example.co.uk"").domain # => ""example.co.uk""
"
Addressable::URI,authority,"","",String,"    def authority
      self.host && @authority ||= begin
        authority = String.new
        if self.userinfo != nil
          authority << ""#{self.userinfo}@""
        end
        authority << self.host
        if self.port != nil
          authority << "":#{self.port}""
        end
        authority
      end
    end
","##
# The authority component for this URI.
# Combines the user, password, host, and port components.
#
# @return [String] The authority component.
"
Addressable::URI,normalized_authority,"","",String,"    def normalized_authority
      return nil unless self.authority
      @normalized_authority ||= begin
        authority = String.new
        if self.normalized_userinfo != nil
          authority << ""#{self.normalized_userinfo}@""
        end
        authority << self.normalized_host
        if self.normalized_port != nil
          authority << "":#{self.normalized_port}""
        end
        authority
      end
      # All normalized values should be UTF-8
      if @normalized_authority
        @normalized_authority.force_encoding(Encoding::UTF_8)
      end
      @normalized_authority
    end
","##
# The authority component for this URI, normalized.
#
# @return [String] The authority component, normalized.
"
Addressable::URI,authority=,new_authority,"new_authority => String
",nil,"    def authority=(new_authority)
      if new_authority
        if !new_authority.respond_to?(:to_str)
          raise TypeError, ""Can't convert #{new_authority.class} into String.""
        end
        new_authority = new_authority.to_str
        new_userinfo = new_authority[/^([^\[\]]*)@/, 1]
        if new_userinfo
          new_user = new_userinfo.strip[/^([^:]*):?/, 1]
          new_password = new_userinfo.strip[/:(.*)$/, 1]
        end
        new_host = new_authority.sub(
          /^([^\[\]]*)@/, EMPTY_STR
        ).sub(
          /:([^:@\[\]]*?)$/, EMPTY_STR
        )
        new_port =
          new_authority[/:([^:@\[\]]*?)$/, 1]
      end

      # Password assigned first to ensure validity in case of nil
      self.password = defined?(new_password) ? new_password : nil
      self.user = defined?(new_user) ? new_user : nil
      self.host = defined?(new_host) ? new_host : nil
      self.port = defined?(new_port) ? new_port : nil

      # Reset dependent values
      remove_instance_variable(:@userinfo) if defined?(@userinfo)
      remove_instance_variable(:@normalized_userinfo) if defined?(@normalized_userinfo)
      remove_composite_values

      # Ensure we haven't created an invalid URI
      validate()
    end
","##
# Sets the authority component for this URI.
#
# @param [String, #to_str] new_authority The new authority component.
"
Addressable::URI,origin,"","",String,"    def origin
      if self.scheme && self.authority
        if self.normalized_port
          ""#{self.normalized_scheme}://#{self.normalized_host}"" +
          "":#{self.normalized_port}""
        else
          ""#{self.normalized_scheme}://#{self.normalized_host}""
        end
      else
        ""null""
      end
    end
","##
# The origin for this URI, serialized to ASCII, as per
# RFC 6454, section 6.2.
#
# @return [String] The serialized origin.
"
Addressable::URI,origin=,new_origin,"new_origin => String
",nil,"    def origin=(new_origin)
      if new_origin
        if !new_origin.respond_to?(:to_str)
          raise TypeError, ""Can't convert #{new_origin.class} into String.""
        end
        new_origin = new_origin.to_str
        new_scheme = new_origin[/^([^:\/?#]+):\/\//, 1]
        unless new_scheme
          raise InvalidURIError, 'An origin cannot omit the scheme.'
        end
        new_host = new_origin[/:\/\/([^\/?#:]+)/, 1]
        unless new_host
          raise InvalidURIError, 'An origin cannot omit the host.'
        end
        new_port = new_origin[/:([^:@\[\]\/]*?)$/, 1]
      end

      self.scheme = defined?(new_scheme) ? new_scheme : nil
      self.host = defined?(new_host) ? new_host : nil
      self.port = defined?(new_port) ? new_port : nil
      self.userinfo = nil

      # Reset dependent values
      remove_instance_variable(:@userinfo) if defined?(@userinfo)
      remove_instance_variable(:@normalized_userinfo) if defined?(@normalized_userinfo)
      remove_instance_variable(:@authority) if defined?(@authority)
      remove_instance_variable(:@normalized_authority) if defined?(@normalized_authority)
      remove_composite_values

      # Ensure we haven't created an invalid URI
      validate()
    end
","##
# Sets the origin for this URI, serialized to ASCII, as per
# RFC 6454, section 6.2. This assignment will reset the `userinfo`
# component.
#
# @param [String, #to_str] new_origin The new origin component.
"
Addressable::URI,port,"","",Integer,"    def port
      return defined?(@port) ? @port : nil
    end
","##
# The port component for this URI.
# This is the port number actually given in the URI. This does not
# infer port numbers from default values.
#
# @return [Integer] The port component.
"
Addressable::URI,normalized_port,"","",Integer,"    def normalized_port
      return nil unless self.port
      return @normalized_port if defined?(@normalized_port)
      @normalized_port ||= begin
        if URI.port_mapping[self.normalized_scheme] == self.port
          nil
        else
          self.port
        end
      end
    end
","##
# The port component for this URI, normalized.
#
# @return [Integer] The port component, normalized.
"
Addressable::URI,port=,new_port,"new_port => (Integer or String)
",nil,"    def port=(new_port)
      if new_port != nil && new_port.respond_to?(:to_str)
        new_port = Addressable::URI.unencode_component(new_port.to_str)
      end

      if new_port.respond_to?(:valid_encoding?) && !new_port.valid_encoding?
        raise InvalidURIError, ""Invalid encoding in port""
      end

      if new_port != nil && !(new_port.to_s =~ /^\d+$/)
        raise InvalidURIError,
          ""Invalid port number: #{new_port.inspect}""
      end

      @port = new_port.to_s.to_i
      @port = nil if @port == 0

      # Reset dependent values
      remove_instance_variable(:@authority) if defined?(@authority)
      remove_instance_variable(:@normalized_port) if defined?(@normalized_port)
      remove_composite_values

      # Ensure we haven't created an invalid URI
      validate()
    end
","##
# Sets the port component for this URI.
#
# @param [String, Integer, #to_s] new_port The new port component.
"
Addressable::URI,inferred_port,"","",Integer,"    def inferred_port
      if self.port.to_i == 0
        self.default_port
      else
        self.port.to_i
      end
    end
","##
# The inferred port component for this URI.
# This method will normalize to the default port for the URI's scheme if
# the port isn't explicitly specified in the URI.
#
# @return [Integer] The inferred port component.
"
Addressable::URI,default_port,"","",Integer,"    def default_port
      URI.port_mapping[self.scheme.strip.downcase] if self.scheme
    end
","##
# The default port for this URI's scheme.
# This method will always returns the default port for the URI's scheme
# regardless of the presence of an explicit port in the URI.
#
# @return [Integer] The default port.
"
Addressable::URI,site,"","",String,"    def site
      (self.scheme || self.authority) && @site ||= begin
        site_string = """".dup
        site_string << ""#{self.scheme}:"" if self.scheme != nil
        site_string << ""//#{self.authority}"" if self.authority != nil
        site_string
      end
    end
","##
# The combination of components that represent a site.
# Combines the scheme, user, password, host, and port components.
# Primarily useful for HTTP and HTTPS.
#
# For example, <code>""http://example.com/path?query""</code> would have a
# <code>site</code> value of <code>""http://example.com""</code>.
#
# @return [String] The components that identify a site.
"
Addressable::URI,normalized_site,"","",String,"    def normalized_site
      return nil unless self.site
      @normalized_site ||= begin
        site_string = """".dup
        if self.normalized_scheme != nil
          site_string << ""#{self.normalized_scheme}:""
        end
        if self.normalized_authority != nil
          site_string << ""//#{self.normalized_authority}""
        end
        site_string
      end
      # All normalized values should be UTF-8
      @normalized_site.force_encoding(Encoding::UTF_8) if @normalized_site
      @normalized_site
    end
","##
# The normalized combination of components that represent a site.
# Combines the scheme, user, password, host, and port components.
# Primarily useful for HTTP and HTTPS.
#
# For example, <code>""http://example.com/path?query""</code> would have a
# <code>site</code> value of <code>""http://example.com""</code>.
#
# @return [String] The normalized components that identify a site.
"
Addressable::URI,site=,new_site,"new_site => String
",String,"    def site=(new_site)
      if new_site
        if !new_site.respond_to?(:to_str)
          raise TypeError, ""Can't convert #{new_site.class} into String.""
        end
        new_site = new_site.to_str
        # These two regular expressions derived from the primary parsing
        # expression
        self.scheme = new_site[/^(?:([^:\/?#]+):)?(?:\/\/(?:[^\/?#]*))?$/, 1]
        self.authority = new_site[
          /^(?:(?:[^:\/?#]+):)?(?:\/\/([^\/?#]*))?$/, 1
        ]
      else
        self.scheme = nil
        self.authority = nil
      end
    end
","##
# Sets the site value for this URI.
#
# @param [String, #to_str] new_site The new site value.
"
Addressable::URI,path,"","",String,"    def path
      return defined?(@path) ? @path : EMPTY_STR
    end
","##
# The path component for this URI.
#
# @return [String] The path component.
"
Addressable::URI,normalized_path,"","",String,"    def normalized_path
      @normalized_path ||= begin
        path = self.path.to_s
        if self.scheme == nil && path =~ NORMPATH
          # Relative paths with colons in the first segment are ambiguous.
          path = path.sub("":"", ""%2F"")
        end
        # String#split(delimeter, -1) uses the more strict splitting behavior
        # found by default in Python.
        result = path.strip.split(SLASH, -1).map do |segment|
          Addressable::URI.normalize_component(
            segment,
            Addressable::URI::CharacterClasses::PCHAR
          )
        end.join(SLASH)

        result = URI.normalize_path(result)
        if result.empty? &&
            [""http"", ""https"", ""ftp"", ""tftp""].include?(self.normalized_scheme)
          result = SLASH.dup
        end
        result
      end
      # All normalized values should be UTF-8
      @normalized_path.force_encoding(Encoding::UTF_8) if @normalized_path
      @normalized_path
    end
","##
# The path component for this URI, normalized.
#
# @return [String] The path component, normalized.
"
Addressable::URI,path=,new_path,"new_path => String
",nil,"    def path=(new_path)
      if new_path && !new_path.respond_to?(:to_str)
        raise TypeError, ""Can't convert #{new_path.class} into String.""
      end
      @path = (new_path || EMPTY_STR).to_str
      if !@path.empty? && @path[0..0] != SLASH && host != nil
        @path = ""/#{@path}""
      end

      # Reset dependent values
      remove_instance_variable(:@normalized_path) if defined?(@normalized_path)
      remove_composite_values

      # Ensure we haven't created an invalid URI
      validate()
    end
","##
# Sets the path component for this URI.
#
# @param [String, #to_str] new_path The new path component.
"
Addressable::URI,basename,"","",String,"    def basename
      # Path cannot be nil
      return File.basename(self.path).sub(/;[^\/]*$/, EMPTY_STR)
    end
","##
# The basename, if any, of the file in the path component.
#
# @return [String] The path's basename.
"
Addressable::URI,extname,"","",String,"    def extname
      return nil unless self.path
      return File.extname(self.basename)
    end
","##
# The extname, if any, of the file in the path component.
# Empty string if there is no extension.
#
# @return [String] The path's extname.
"
Addressable::URI,query,"","",String,"    def query
      return defined?(@query) ? @query : nil
    end
","##
# The query component for this URI.
#
# @return [String] The query component.
"
Addressable::URI,normalized_query,flags,"flags => (Array<%bot> or Array<RDL::Type::NominalType>)
",String,"    def normalized_query(*flags)
      return nil unless self.query
      return @normalized_query if defined?(@normalized_query)
      @normalized_query ||= begin
        modified_query_class = Addressable::URI::CharacterClasses::QUERY.dup
        # Make sure possible key-value pair delimiters are escaped.
        modified_query_class.sub!(""\\&"", """").sub!(""\\;"", """")
        pairs = (self.query || """").split(""&"", -1)
        pairs.delete_if(&:empty?) if flags.include?(:compacted)
        pairs.sort! if flags.include?(:sorted)
        component = pairs.map do |pair|
          Addressable::URI.normalize_component(pair, modified_query_class, ""+"")
        end.join(""&"")
        component == """" ? nil : component
      end
      # All normalized values should be UTF-8
      @normalized_query.force_encoding(Encoding::UTF_8) if @normalized_query
      @normalized_query
    end
","##
# The query component for this URI, normalized.
#
# @return [String] The query component, normalized.
"
Addressable::URI,query=,new_query,"new_query => String
",nil,"    def query=(new_query)
      if new_query && !new_query.respond_to?(:to_str)
        raise TypeError, ""Can't convert #{new_query.class} into String.""
      end
      @query = new_query ? new_query.to_str : nil

      # Reset dependent values
      remove_instance_variable(:@normalized_query) if defined?(@normalized_query)
      remove_composite_values
    end
","##
# Sets the query component for this URI.
#
# @param [String, #to_str] new_query The new query component.
"
Addressable::URI,query_values,return_type,"return_type => Class
","(Array<%bot> or Array<Array<String>> or Hash<%bot, %bot> or Hash<String, String> or Hash<String, nil>)","    def query_values(return_type=Hash)
      empty_accumulator = Array == return_type ? [] : {}
      if return_type != Hash && return_type != Array
        raise ArgumentError, ""Invalid return type. Must be Hash or Array.""
      end
      return nil if self.query == nil
      split_query = self.query.split(""&"").map do |pair|
        pair.split(""="", 2) if pair && !pair.empty?
      end.compact
      return split_query.inject(empty_accumulator.dup) do |accu, pair|
        # I'd rather use key/value identifiers instead of array lookups,
        # but in this case I really want to maintain the exact pair structure,
        # so it's best to make all changes in-place.
        pair[0] = URI.unencode_component(pair[0])
        if pair[1].respond_to?(:to_str)
          # I loathe the fact that I have to do this. Stupid HTML 4.01.
          # Treating '+' as a space was just an unbelievably bad idea.
          # There was nothing wrong with '%20'!
          # If it ain't broke, don't fix it!
          pair[1] = URI.unencode_component(pair[1].to_str.tr(""+"", "" ""))
        end
        if return_type == Hash
          accu[pair[0]] = pair[1]
        else
          accu << pair
        end
        accu
      end
    end
","##
# Converts the query component to a Hash value.
#
# @param [Class] return_type The return type desired. Value must be either
#   `Hash` or `Array`.
#
# @return [Hash, Array, nil] The query string parsed as a Hash or Array
#   or nil if the query string is blank.
#
# @example
#   Addressable::URI.parse(""?one=1&two=2&three=3"").query_values
#   #=> {""one"" => ""1"", ""two"" => ""2"", ""three"" => ""3""}
#   Addressable::URI.parse(""?one=two&one=three"").query_values(Array)
#   #=> [[""one"", ""two""], [""one"", ""three""]]
#   Addressable::URI.parse(""?one=two&one=three"").query_values(Hash)
#   #=> {""one"" => ""three""}
#   Addressable::URI.parse(""?"").query_values
#   #=> {}
#   Addressable::URI.parse("""").query_values
#   #=> nil
"
Addressable::URI,query_values=,new_query_values,"new_query_values => (Array<Array<String>> or Hash<%bot, %bot> or Hash<(String or Symbol), String> or Hash<String, String> or Hash<String, nil> or Hash<Symbol, (Array<String> or String)> or Hash<Symbol, (Float or Integer)>)
",String,"    def query_values=(new_query_values)
      if new_query_values == nil
        self.query = nil
        return nil
      end

      if !new_query_values.is_a?(Array)
        if !new_query_values.respond_to?(:to_hash)
          raise TypeError,
            ""Can't convert #{new_query_values.class} into Hash.""
        end
        new_query_values = new_query_values.to_hash
        new_query_values = new_query_values.map do |key, value|
          key = key.to_s if key.kind_of?(Symbol)
          [key, value]
        end
        # Useful default for OAuth and caching.
        # Only to be used for non-Array inputs. Arrays should preserve order.
        new_query_values.sort!
      end

      # new_query_values have form [['key1', 'value1'], ['key2', 'value2']]
      buffer = """".dup
      new_query_values.each do |key, value|
        encoded_key = URI.encode_component(
          key, CharacterClasses::UNRESERVED
        )
        if value == nil
          buffer << ""#{encoded_key}&""
        elsif value.kind_of?(Array)
          value.each do |sub_value|
            encoded_value = URI.encode_component(
              sub_value, CharacterClasses::UNRESERVED
            )
            buffer << ""#{encoded_key}=#{encoded_value}&""
          end
        else
          encoded_value = URI.encode_component(
            value, CharacterClasses::UNRESERVED
          )
          buffer << ""#{encoded_key}=#{encoded_value}&""
        end
      end
      self.query = buffer.chop
    end
","##
# Sets the query component for this URI from a Hash object.
# An empty Hash or Array will result in an empty query string.
#
# @param [Hash, #to_hash, Array] new_query_values The new query values.
#
# @example
#   uri.query_values = {:a => ""a"", :b => [""c"", ""d"", ""e""]}
#   uri.query
#   # => ""a=a&b=c&b=d&b=e""
#   uri.query_values = [['a', 'a'], ['b', 'c'], ['b', 'd'], ['b', 'e']]
#   uri.query
#   # => ""a=a&b=c&b=d&b=e""
#   uri.query_values = [['a', 'a'], ['b', ['c', 'd', 'e']]]
#   uri.query
#   # => ""a=a&b=c&b=d&b=e""
#   uri.query_values = [['flag'], ['key', 'value']]
#   uri.query
#   # => ""flag&key=value""
"
Addressable::URI,request_uri,"","",String,"    def request_uri
      return nil if self.absolute? && self.scheme !~ /^https?$/i
      return (
        (!self.path.empty? ? self.path : SLASH) +
        (self.query ? ""?#{self.query}"" : EMPTY_STR)
      )
    end
","##
# The HTTP request URI for this URI.  This is the path and the
# query string.
#
# @return [String] The request URI required for an HTTP request.
"
Addressable::URI,request_uri=,new_request_uri,"new_request_uri => String
",nil,"    def request_uri=(new_request_uri)
      if !new_request_uri.respond_to?(:to_str)
        raise TypeError, ""Can't convert #{new_request_uri.class} into String.""
      end
      if self.absolute? && self.scheme !~ /^https?$/i
        raise InvalidURIError,
          ""Cannot set an HTTP request URI for a non-HTTP URI.""
      end
      new_request_uri = new_request_uri.to_str
      path_component = new_request_uri[/^([^\?]*)\??(?:.*)$/, 1]
      query_component = new_request_uri[/^(?:[^\?]*)\?(.*)$/, 1]
      path_component = path_component.to_s
      path_component = (!path_component.empty? ? path_component : SLASH)
      self.path = path_component
      self.query = query_component

      # Reset dependent values
      remove_composite_values
    end
","##
# Sets the HTTP request URI for this URI.
#
# @param [String, #to_str] new_request_uri The new HTTP request URI.
"
Addressable::URI,fragment,"","",String,"    def fragment
      return defined?(@fragment) ? @fragment : nil
    end
","##
# The fragment component for this URI.
#
# @return [String] The fragment component.
"
Addressable::URI,normalized_fragment,"","",String,"    def normalized_fragment
      return nil unless self.fragment
      return @normalized_fragment if defined?(@normalized_fragment)
      @normalized_fragment ||= begin
        component = Addressable::URI.normalize_component(
          self.fragment,
          Addressable::URI::CharacterClasses::FRAGMENT
        )
        component == """" ? nil : component
      end
      # All normalized values should be UTF-8
      if @normalized_fragment
        @normalized_fragment.force_encoding(Encoding::UTF_8)
      end
      @normalized_fragment
    end
","##
# The fragment component for this URI, normalized.
#
# @return [String] The fragment component, normalized.
"
